seller_id,eligible_n,late_n,late_n_date,late_n_timestamp,candidate_delivered_n,coverage,coverage_pass,lfr,p_minus,comparator_usable,in_reference,gate_volume,gate_coverage,gate_comparator,gate_materiality,gate_half1,gate_half2,gate_half,handoff_pass,all_gates_pass,half_eligible_n_half1,half_late_n_half1,half_eligible_n_half2,half_late_n_half2,half_rate_gate_half1,half_rate_gate_half2,half_pass_half1,half_pass_half2,handoff_support_n,handoff_evaluable_late_n,eligible_n_ss,late_n_ss,eligible_n_ms,late_n_ms,majority_eligible_ms,majority_late_ms,too_thin_ss,n4_fire,n4_inconclusive,n4_majority,n4_too_thin_ss,ss_volume_pass,ss_late_pass,ss_p_minus,ss_comparator_usable,membership_provisional,excess_burden,rank,action_D,n4_fire_D,membership_D,selected_D,action_T,n4_fire_T,membership_T,selected_T,late_n_T,lfr_T,n5_action_disagree,action,membership,selected,final_action,date_timestamp_disagree_n,run_valid,source_quality_ok,snapshot_id,specification_id,window_start,window_end,C,O,R,S,simulation_S_equals_C,n5_refill_selected_flag,p_ss,majority_eligible_ms_flag,majority_late_ms_flag,too_thin_ss_flag,ss_comparator_usable_flag
002100f778ceb8431b7a1020ff7ab48f,12,3,3,3,12,1,TRUE,0.25,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,3,0,0,TRUE,FALSE,TRUE,FALSE,0,3,11,3,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,3,0.25,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
003554e2dce176b5555353e4f3555ac8,0,0,0,0,0,NA,FALSE,NA,0.07807687492174784,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,NA,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
004c9cd9d87a3c30c522c48c4fc07416,25,3,3,5,25,1,TRUE,0.12,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,23,3,2,0,TRUE,FALSE,TRUE,FALSE,0,3,25,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,5,0.2,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,1,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
00720abe85ba0859807595bbf045a33b,13,2,2,2,13,1,TRUE,0.15384615384615385,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,6,1,TRUE,TRUE,FALSE,FALSE,1,2,12,2,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,2,0.15384615384615385,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
00ab3eff1b5192e5f1a63bcecfee11c8,0,0,0,0,0,NA,FALSE,NA,0.07807687492174784,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,NA,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
00d8b143d12632bad99c0ad66ad52825,1,0,0,0,1,1,TRUE,0,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,0,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
00ee68308b45bc5e2660cd833c3f81cc,94,9,9,10,94,1,TRUE,0.09574468085106383,0.0780351898797721,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88,8,6,1,FALSE,TRUE,FALSE,FALSE,0,9,89,9,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.07997698504027619,TRUE,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,10,0.10638297872340426,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,1,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,0.07997698504027619,FALSE,FALSE,FALSE,TRUE
00fc707aaaad2d31347cf883cd2dfe10,103,4,4,5,103,1,TRUE,0.038834951456310676,0.07817834906607753,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,4,3,0,FALSE,FALSE,FALSE,FALSE,0,4,98,4,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.08012661208046669,TRUE,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,5,0.04854368932038835,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,1,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,0.08012661208046669,FALSE,FALSE,FALSE,TRUE
010543a62bd80aa422851e79a3bc7540,0,0,0,0,0,NA,FALSE,NA,0.07807687492174784,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,NA,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
010da0602d7774602cd1b3f5fb7b709e,1,0,0,0,1,1,TRUE,0,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,0,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
011b0eaba87386a2ae96a7d32bb531d1,0,0,0,0,0,NA,FALSE,NA,0.07807687492174784,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,NA,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
01266d4c46afa519678d16a8b683d325,3,0,0,0,3,1,TRUE,0,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,3,0,FALSE,FALSE,FALSE,FALSE,0,0,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,0,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
013900e863eace745d3ec7614cab5b1a,13,0,0,0,13,1,TRUE,0,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,13,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,0,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
014c0679dd340a0e338872e7ec85666a,7,2,2,2,7,1,TRUE,0.2857142857142857,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,2,1,0,TRUE,FALSE,FALSE,FALSE,1,2,7,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,2,0.2857142857142857,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
014d9a685fd57276679edd00e07089e5,10,0,0,0,10,1,TRUE,0,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,3,0,FALSE,FALSE,FALSE,FALSE,0,0,8,0,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,0,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
0176f73cc1195f367f7b32db1e5b3aa8,34,4,4,4,34,1,TRUE,0.11764705882352941,0.07804315681311245,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,16,2,18,2,TRUE,TRUE,TRUE,TRUE,0,4,32,4,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.07998850964928315,TRUE,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,4,0.11764705882352941,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,0.07998850964928315,FALSE,FALSE,FALSE,TRUE
01bcc9d254a0143f0ce9791b960b2a47,2,0,0,0,2,1,TRUE,0,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,2,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,0,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
01c97ebb5cdac52891c0ed1c37ba0012,4,0,0,0,4,1,TRUE,0,0.07807687492174784,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,1,0,FALSE,FALSE,FALSE,FALSE,0,0,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,STANDARD_NOT_QUALIFIED,FALSE,FALSE,FALSE,0,0,FALSE,STANDARD_NOT_QUALIFIED,NO,FALSE,STANDARD_NOT_QUALIFIED,0,TRUE,TRUE,fulfilliq-olist-frozen-2026-09-08,fulfilliq-2.0-stage3-candidate-v0.2.1,2018-01-01,2018-09-01,20,0,0,20,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE
